word,definition,English translation,lesson,tags
la viande,,meat  ,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les viandes et les poissons;noun
la vie,,life,Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;Périodes de la vie;noun
la vieillesse,,old age,Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;Périodes de la vie;noun
la vôtre,,yours (f. form. pl.),Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Possessive pronouns;pronoun
là-bas,,over there,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Identifier;adverb
laid ,,ugly (m.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;Adjectifs descriptifs;adjective
laide,,ugly (f.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;Adjectifs descriptifs;adjective
laisser un message,,to leave a message,Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;Au téléphone;phrase
laisser un pourboire,,to leave a tip,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;phrase
l'Angleterre,,in England,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les pays;phrase
laquelle,,which one (f. sing.),Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;Vocabulaire supplémentaire;pronoun
large,,loose; big,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Les vêtements;adjective
laver,,to wash,Leçon_8B,Espaces;Unité_8;Leçon_8B;Chez nous;Les tâches ménagères;verb
le baseball,,baseball,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;Activités sportives et loisirs;noun
le basket ,,basketball,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;Activités sportives et loisirs;noun
le basket-ball,,basketball,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;Activités sportives et loisirs;noun
le beurre,,butter,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;À table;noun
le bœuf,,beef,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les viandes et les poissons;noun
le bonheur,,happiness,Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;Les relations;noun
le Brésil,,in Brazil,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les pays;phrase
le Canada,,in Canada,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les pays;phrase
le champagne,,champagne,Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;noun
le ciel,,sky,Leçon_14B,Espaces;Unité_14;Leçon_14B;L'espace vert;La nature;noun
le cinéma,,movies,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;Activités sportives et loisirs;noun
le cœur,,heart,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Le corps;noun
le combiné,,receiver,Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;Au téléphone;noun
le corps,,body,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Le corps;noun
le cou,,neck,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Le corps;noun
le courrier,,mail,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;À la poste;noun
le covoiturage,,carpooling,Leçon_14A,Espaces;Unité_14;Leçon_14A;L'espace vert;L’écologie;noun
le déboisement,,deforestation,Leçon_14A,Espaces;Unité_14;Leçon_14A;L'espace vert;L’écologie;noun
le début,,beginning; debut,Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Aller au spectacle;noun
le dentifrice,,toothpaste,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Dans la salle de bains;noun
le dimanche,,on Sundays,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;phrase
le dos,,back,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Le corps;noun
le droit,,law,Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;L'université;noun
le foot,,soccer,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;Activités sportives et loisirs;noun
le football,,soccer,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;Activités sportives et loisirs;noun
le football américain,,football,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;Activités sportives et loisirs;noun
le gaspillage,,waste,Leçon_14A,Espaces;Unité_14;Leçon_14A;L'espace vert;L’écologie;noun
le golf,,golf,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;Activités sportives et loisirs;noun
le gymnase,,gymnasium,Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;L'université;noun
le jambon,,ham,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;À table;noun
le Japon,,in Japan,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les pays;phrase
le jeudi,,on Thursdays,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;phrase
le journal,,newspaper,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les vacances;noun
le lait,,milk,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;À table;noun
le leur,,theirs (m. sing.),Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Possessive pronouns;pronoun
le lundi,,on Mondays,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;phrase
le maquillage,,makeup,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Dans la salle de bains;noun
le mardi,,on Tuesdays,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;phrase
le meilleur,,best (m. sing.),Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;Comparatives and superlatives;adjective
le mercredi,,on Wednesdays,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;phrase
le Mexique,,in Mexico,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les pays;phrase
le mien,,mine (m. sing.),Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Possessive pronouns;pronoun
le mieux,,best,Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;Comparatives and superlatives;adjective
le monde,,world,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Partir en voyage;noun
le nez,,nose,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Le corps;noun
le nôtre,,ours (m. sing.),Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Possessive pronouns;pronoun
le pire,,worst (m. sing.),Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;Comparatives and superlatives;adjective
le plus mauvais,,worst (m. sing.),Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;Comparatives and superlatives;adjective
le poivre,,pepper,Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;À table!;noun
le porc,,pork,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les viandes et les poissons;noun
le printemps,,spring,Leçon_5B,"Espaces;Unité_5;Leçon_5B;Les loisirs;Les saisons, les mois, les dates;noun"
le ramassage des ordures,,garbage collection,Leçon_14A,Espaces;Unité_14;Leçon_14A;L'espace vert;L’écologie;phrase
le réchauffement climatique,,global warming,Leçon_14A,Espaces;Unité_14;Leçon_14A;L'espace vert;L’écologie;phrase
le recyclage,,recycling,Leçon_14A,Espaces;Unité_14;Leçon_14A;L'espace vert;L’écologie;noun
le rez-de-chaussée,,ground floor,Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Faire une réservation;noun
le riz,,rice,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Autres aliments;noun
le samedi,,on Saturdays,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;phrase
le sauvetage des habitats naturels,,natural habitat preservation,Leçon_14A,Espaces;Unité_14;Leçon_14A;L'espace vert;L’écologie;phrase
le savon,,soap,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Dans la salle de bains;noun
le sel,,salt,Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;À table!;noun
le shampooing,,shampoo,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Dans la salle de bains;noun
le sien,,his/its (sing.),Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Possessive pronouns;pronoun
le sport,,sport,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;Activités sportives et loisirs;noun
le stylisme (de mode),,fashion design,Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;L'université;noun
le sucre,,sugar,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;À table;noun
Le temps est nuageux.,,It is cloudy.,Leçon_5B,Espaces;Unité_5;Leçon_5B;Les loisirs;Le temps qu’il fait;phrase
Le temps est orageux.,,It is stormy.,Leçon_5B,Espaces;Unité_5;Leçon_5B;Les loisirs;Le temps qu’il fait;phrase
le temps libre,,free time,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;Activités sportives et loisirs;noun
le tennis,,tennis,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;Activités sportives et loisirs;noun
le thon,,tuna,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les viandes et les poissons;noun
le tien,,yours (m. fam. sing.),Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Possessive pronouns;pronoun
le trou dans la couche d’ozone,,hole in the ozone layer,Leçon_14A,Espaces;Unité_14;Leçon_14A;L'espace vert;L’écologie;noun
le vendredi,,on Fridays,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;phrase
le ventre,,stomach,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Le corps;noun
le vin,,wine,Leçon_6A,Espaces;Unité_6;Leçon_6A;Les fêtes;noun
le visage,,face,Leçon_10A,Espaces;Unité_10;Leçon_10A;La santé;Le corps;noun
le volley,,volleyball,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;Activités sportives et loisirs;noun
le volley-ball,,volleyball,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;Activités sportives et loisirs;noun
le vôtre,,yours (m. form. pl.),Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Possessive pronouns;pronoun
le week-end,,the weekend,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;noun
le/la/l',,him/her/it,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Direct object pronouns;pronoun
lent ,,slow (m.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Adjectifs descriptifs;adjective
lente,,slow (f.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Adjectifs descriptifs;adjective
lequel,,which one (m. sing.),Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;Vocabulaire supplémentaire;pronoun
les ,,them ,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Direct object pronouns;pronoun
les beaux-arts,,fine arts ,Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;noun
les billets,,"bills, notes ",Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;À la banque;noun
les cartes,,cards ,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;Activités sportives et loisirs;noun
les chefs-d’œuvre,,masterpiece (pl.),Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;noun
les draps,,sheets ,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;noun
les échecs,,chess,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;Activités sportives et loisirs;noun
les enfants,,children,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
les États-Unis,,in United States,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les pays;phrase
les études,,"education, studies",Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;L'université;noun
les études supérieures,,higher education,Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;L'université;noun
les festivals,,festivals ,Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Aller au spectacle;noun
les freins,,brakes (pl.),Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
les fruits de mer,,seafood ,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Les viandes et les poissons;noun
les grands-parents,,grandparents,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
les informations,,news ,Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;Le cinéma et la télévision;noun
les infos,,news ,Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;Le cinéma et la télévision;noun
les langues,,languages,Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;L'université;noun
les langues étrangères,,foreign languages,Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;L'université;noun
les lettres,,humanities,Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;L'université;noun
les leurs,,theirs (pl.),Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Possessive pronouns;pronoun
les mathématiques (maths),,mathematics,Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;L'université;noun
les meilleures,,best (f. pl.),Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;Comparatives and superlatives;adjective
les meilleurs,,best (m. pl.),Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;Comparatives and superlatives;adjective
les miennes,,mine (f. pl.),Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Possessive pronouns;pronoun
les miens,,mine (m. pl.),Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Possessive pronouns;pronoun
les nôtres,,ours (pl.),Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Possessive pronouns;pronoun
les nouvelles,,news ,Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;Le cinéma et la télévision;noun
les parents,,parents,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
les petits-enfants,,grandchildren,Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;La famille;noun
les phares,,headlights ,Leçon_11B,Espaces;Unité_11;Leçon_11B;La technologie;La voiture;noun
les pièces de monnaie,,coins ,Leçon_12A,Espaces;Unité_12;Leçon_12A;En ville;À la banque;noun
les pires,,worst (pl.),Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;Comparatives and superlatives;adjective
les plus mauvais ,,worst (m. pl.),Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;Comparatives and superlatives;adjective
les plus mauvaises,,worst (f. pl.),Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;Comparatives and superlatives;adjective
les sciences,,science,Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;L'université;noun
les sciences po,,political science,Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;L'université;noun
les sciences politiques,,political science,Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;L'université;noun
les siennes,,hers/its (f. pl.),Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Possessive pronouns;pronoun
les siens,,his/its (m. pl.),Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Possessive pronouns;pronoun
les tiennes,,yours (f. fam. pl.),Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Possessive pronouns;pronoun
les tiens,,yours (m. fam. pl.),Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Possessive pronouns;pronoun
les toilettes,,restrooms (f.),Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Les parties d'une maison;noun
les urgences,,emergency room,Leçon_10B,Espaces;Unité_10;Leçon_10B;La santé;noun
les variétés ,,popular music ,Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;Le cinéma et la télévision;phrase
les vôtres,,yours (form. pl.),Leçon_15A,Espaces;Unité_15;Leçon_15A;Les arts;Possessive pronouns;pronoun
l'Espagne,,in Spain ,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les pays;phrase
lesquelles,,which ones (f. pl.),Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;Vocabulaire supplémentaire;pronoun
lesquels,,which ones (m. pl.),Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;Vocabulaire supplémentaire;pronoun
leur,,their (sing.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;Possessive adjectives;adjective
leur ,,to/for them,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Indirect object pronouns;pronoun
leurs,,their (pl.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;Possessive adjectives;adjective
libre,,available,Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Faire une réservation;adjective
lire,,to read,Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Verbes irréguliers;verb
lire les annonces,,to read the want ads ,Leçon_13A,Espaces;Unité_13;Leçon_13A;L'avenir et les métiers;La recherche d’emploi;phrase
l'Irlande,,in Ireland ,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les pays;phrase
l'Italie,,in Italy ,Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Les pays;phrase
littéraire,,literary,Leçon_15B,Espaces;Unité_15;Leçon_15B;Les arts;adjective
loin de ,,far from,Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Prepositions of Location;preposition
long ,,long (m.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;Adjectifs irréguliers;adjective
longtemps,,longtime,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;La fréquence;adverb
longue,,long (f.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;Adjectifs irréguliers;adjective
louer,,to rent,Leçon_8A,Espaces;Unité_8;Leçon_8A;Chez nous;Chez soi;verb
lui,,to/for him/her,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Indirect object pronouns;pronoun
lundi,,Monday,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;noun
ma,,my (f. sing.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;Possessive adjectives;adjective
Madame (Mme),,Ma’am (Mrs.),Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Expressions de la politesse;phrase
Mademoiselle (Mlle),,Miss,Leçon_1A,Espaces;Unité_1;Leçon_1A;Salut!;Expressions de la politesse;phrase
mai,,May,Leçon_5B,"Espaces;Unité_5;Leçon_5B;Les loisirs;Les saisons, les mois, les dates;noun"
maigrir,,to lose weight,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;Verbes réguliers en -ir;verb
maintenant,,now,Leçon_5A,Espaces;Unité_5;Leçon_5A;Les loisirs;La fréquence;adverb
maintenir,,to maintain,Leçon_9A,Espaces;Unité_9;Leçon_9A;La nourriture;Verbes;verb
mais non,,but of course not,Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;Des questions et des opinions;phrase
mal,,badly,Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Adverbs;adverb
malheureuse,,unhappy (f.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;Adjectifs irréguliers;adjective
malheureusement,,unfortunately,Leçon_7B,Espaces;Unité_7;Leçon_7B;En vacances;Adverbs;adverb
malheureux,,unhappy (m.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;Adjectifs irréguliers;adjective
manger,,to eat,Leçon_2A,Espaces;Unité_2;Leçon_2A;À la fac;Verbes;verb
manger quelque chose,,to eat something,Leçon_4B,Espaces;Unité_4;Leçon_4B;Au café;À table;phrase
marcher,,"to walk (person); to work, to function (thing)",Leçon_5A; Leçon_11A,Espaces;Unité_5;Leçon_5A;Les loisirs;Activités sportives et loisirs;verb;Unité_11;Leçon_11A;La technologie;L’électronique
mardi,,Tuesday,Leçon_2B,Espaces;Unité_2;Leçon_2B;À la fac;Expressions de temps;noun
marié,,married (m.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;Vocabulaire supplémentaire;adjective
mariée,,married (f.),Leçon_3A,Espaces;Unité_3;Leçon_3A;La famille et les copains;Vocabulaire supplémentaire;adjective
marocain,,Moroccan (m.),Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Adjectives of nationality;adjective
marocaine,,Moroccan (f.),Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Adjectives of nationality;adjective
marron,,brown (hair); brown,Leçon_3A; Leçon_6B,Espaces;Unité_3;Leçon_3A;La famille et les copains;Adjectifs irréguliers;adjective;Unité_6;Leçon_6B;Les fêtes;Les couleurs
mars,,March,Leçon_5B,"Espaces;Unité_5;Leçon_5B;Les loisirs;Les saisons, les mois, les dates;noun"
martiniquais,,from Martinique (m.),Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Adjectives of nationality;adjective
martiniquaise,,from Martinique (f.),Leçon_1B,Espaces;Unité_1;Leçon_1B;Salut!;Adjectives of nationality;adjective
mauvais,,bad (m.),Leçon_9B; Leçon_3A,Espaces;Unité_9;Leçon_9B;La nourriture;Comparatives and superlatives;adjective;Unité_3;Leçon_3A;La famille et les copains;Adjectifs descriptifs
mauvaise,,bad (f. sing.),Leçon_9B; Leçon_3A,Espaces;Unité_9;Leçon_9B;La nourriture;Comparatives and superlatives;adjective;Unité_3;Leçon_3A;La famille et les copains;Adjectifs descriptifs
mauvaises,,bad (f. pl.),Leçon_9B,Espaces;Unité_9;Leçon_9B;La nourriture;Comparatives and superlatives;adjective
me,,to/for me,Leçon_6B,Espaces;Unité_6;Leçon_6B;Les fêtes;Indirect object pronouns;pronoun
me/m',,me (sing.),Leçon_7A,Espaces;Unité_7;Leçon_7A;En vacances;Direct object pronouns;pronoun
méchant,,mean (m.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Adjectifs descriptifs;adjective
méchante,,mean (f.),Leçon_3B,Espaces;Unité_3;Leçon_3B;La famille et les copains;Adjectifs descriptifs;adjective
